Lentil,Lentil_SNP,PredictedMean,Trait,ENV
L001,6933-14_ACT,14.67128148,DTE,Clavet_2024
L002,6935-3_ACT,14.67047655,DTE,Clavet_2024
L003,6991-1_ACT,14.65302538,DTE,Clavet_2024
L004,6996-1_ACT,14.7227772,DTE,Clavet_2024
L005,7005-2_ACT,14.66717103,DTE,Clavet_2024
L006,7024-8_ACT,14.82643776,DTE,Clavet_2024
L007,7043-8_ACT,14.65334527,DTE,Clavet_2024
L008,7049-6_ACT,14.66060769,DTE,Clavet_2024
L009,7060-11_ACT,14.67798754,DTE,Clavet_2024
L010,7060-25_ACT,14.72142001,DTE,Clavet_2024
L011,7094-3_ACT,14.65891741,DTE,Clavet_2024
L012,7105-2_ACT,14.82847862,DTE,Clavet_2024
L013,7148-7_ACT,14.67562464,DTE,Clavet_2024
L014,7208-15_ACT,14.66099176,DTE,Clavet_2024
L015,7250-4_ACT,14.74268897,DTE,Clavet_2024
L016,7276-11_ACT,14.64207286,DTE,Clavet_2024
L017,7278-7_ACT,14.67212506,DTE,Clavet_2024
L018,7301-6_ACT,14.67599384,DTE,Clavet_2024
L019,7333-2-4_ACT,14.65804481,DTE,Clavet_2024
L020,7463-7_ACT,14.71218386,DTE,Clavet_2024
L021,7737-2_ACT,14.74926902,DTE,Clavet_2024
L022,7757-1_ACT,14.64601441,DTE,Clavet_2024
L023,7788-3_ACT,14.67446368,DTE,Clavet_2024
L024,7789-1_ACT,14.67508719,DTE,Clavet_2024
L025,8064-1-5_ACT,14.7186209,DTE,Clavet_2024
L026,8086-1-10-bk_ACT,14.64498379,DTE,Clavet_2024
L027,8579-1-17_ACT,14.73229507,DTE,Clavet_2024
L028,8619-1-10_ACT,14.65462469,DTE,Clavet_2024
L029,8622-1-1-bk_ACT,14.67379333,DTE,Clavet_2024
L030,8666-1-3-bk_ACT,14.66766153,DTE,Clavet_2024
L031,8996-23_ACT,14.6750433,DTE,Clavet_2024
L032,9041-6_ACT,14.66514885,DTE,Clavet_2024
L033,9059-1-2_ACT,14.70419292,DTE,Clavet_2024
L034,9115-5_ACT,14.66423953,DTE,Clavet_2024
L035,9159-3-1_ACT,14.6652709,DTE,Clavet_2024
L036,9184-1_ACT,14.66751052,DTE,Clavet_2024
L037,9225-2-8_ACT,14.6573982,DTE,Clavet_2024
L038,9320-3-MY_ACT,14.66925257,DTE,Clavet_2024
L039,9370-2_ACT,14.66567392,DTE,Clavet_2024
L040,9378-1-3_ACT,14.66127125,DTE,Clavet_2024
L041,9430-3_ACT,14.66855891,DTE,Clavet_2024
L042,9747-1-LG_ACT,14.64401396,DTE,Clavet_2024
L043,9885-1-1_ACT,14.66303205,DTE,Clavet_2024
L044,10121-1_ACT,14.66455462,DTE,Clavet_2024
L045,10121T-3-60_ACT,14.66474414,DTE,Clavet_2024
L046,10137T-1-58_ACT,14.64847177,DTE,Clavet_2024
L047,10222-3-1_ACT,14.64823805,DTE,Clavet_2024
L048,10236-2-SG_ACT,14.66090239,DTE,Clavet_2024
L049,10250-1-3_ACT,14.65924939,DTE,Clavet_2024
L050,11801S-1-54-gr_ACT,14.667001,DTE,Clavet_2024
L051,12166T-2-57_ACT,14.73395706,DTE,Clavet_2024
L052,12176T-2-50_ACT,14.6748184,DTE,Clavet_2024
L053,12356T-1-60_ACT,14.67088892,DTE,Clavet_2024
L054,12240T-2-49-bk_ACT,14.64689224,DTE,Clavet_2024
L055,IBC_768_ACT,14.67528941,DTE,Clavet_2024
L056,IBC_1006-7_ACT,14.65526938,DTE,Clavet_2024
L057,IBC_1113_ACT,14.74887182,DTE,Clavet_2024
L058,IBC_1266-1_ACT,14.81147599,DTE,Clavet_2024
L059,IBC_1268_ACT,14.67801882,DTE,Clavet_2024
L060,IBC_1273-2_ACT,14.74441043,DTE,Clavet_2024
L061,IBC_1305_ACT,14.70746802,DTE,Clavet_2024
L062,IBC_1307_ACT,14.6687828,DTE,Clavet_2024
L063,IBC_1310_ACT,14.67322842,DTE,Clavet_2024
L064,IBC_1311_ACT,14.70475322,DTE,Clavet_2024
L065,IBC_1314_ACT,14.67725372,DTE,Clavet_2024
L066,IBC_1317_ACT,14.66198833,DTE,Clavet_2024
L067,IBC_1319_ACT,14.67479222,DTE,Clavet_2024
L068,IBC_1320_ACT,14.71458062,DTE,Clavet_2024
L069,IBC_1321_ACT,14.66669773,DTE,Clavet_2024
L070,IBC_1323_ACT,14.65500427,DTE,Clavet_2024
L071,IBC_1324_ACT,14.66657723,DTE,Clavet_2024
L072,IBC_1344_ACT,14.69215418,DTE,Clavet_2024
L073,2462_ACT,14.67131934,DTE,Clavet_2024
L074,2464_ACT,14.6631522,DTE,Clavet_2024
L075,2471-6_ACT,14.74310288,DTE,Clavet_2024
L076,3110_ACT,14.65580169,DTE,Clavet_2024
L077,3114_ACT,14.67473153,DTE,Clavet_2024
L078,IBC_112_ACT,14.67266427,DTE,Clavet_2024
L079,IBC_145_ACT,14.65471939,DTE,Clavet_2024
L080,IBC_187_ACT,14.66585845,DTE,Clavet_2024
L081,IBC_188_ACT,14.65497306,DTE,Clavet_2024
L082,IBC_194_ACT,14.66871905,DTE,Clavet_2024
L083,IBC_289_ACT,14.65961558,DTE,Clavet_2024
L084,IBC_479_ACT,14.66041911,DTE,Clavet_2024
L085,IBC_550_ACT,14.65149258,DTE,Clavet_2024
L086,IBC_586_ACT,14.65299152,DTE,Clavet_2024
L087,IBC_597_ACT,14.67155042,DTE,Clavet_2024
L088,IBC_697_ACT,14.67968417,DTE,Clavet_2024
L089,IBC_839_ACT,14.6380157,DTE,Clavet_2024
L090,IBC_937_ACT,14.65881963,DTE,Clavet_2024
L091,IBC_975_ACT,14.72929873,DTE,Clavet_2024
L092,IBC_978_ACT,14.64835572,DTE,Clavet_2024
L093,IBC_929R_ACT,14.67266125,DTE,Clavet_2024
L094,IBC_929_ACT,14.71002715,DTE,Clavet_2024
L095,IBC_1014-SG_ACT,14.67781518,DTE,Clavet_2024
L096,IBC_1199_ACT,14.66895678,DTE,Clavet_2024
L097,IBC_1235_ACT,14.65749863,DTE,Clavet_2024
L098,IBC_1264-1_ACT,14.67560684,DTE,Clavet_2024
L099,IBC_1267_ACT,14.65890007,DTE,Clavet_2024
L100,IBC_1269_ACT,14.76981608,DTE,Clavet_2024
L001,6933-14_ACT,13.69148985,DTE,Hunter_2024
L002,6935-3_ACT,13.55236218,DTE,Hunter_2024
L003,6991-1_ACT,13.53822388,DTE,Hunter_2024
L004,6996-1_ACT,13.66186235,DTE,Hunter_2024
L005,7005-2_ACT,13.734647,DTE,Hunter_2024
L006,7024-8_ACT,13.48059221,DTE,Hunter_2024
L007,7043-8_ACT,13.55564604,DTE,Hunter_2024
L008,7049-6_ACT,13.7044342,DTE,Hunter_2024
L009,7060-11_ACT,13.54445863,DTE,Hunter_2024
L010,7060-25_ACT,13.48267334,DTE,Hunter_2024
L011,7094-3_ACT,13.70759005,DTE,Hunter_2024
L012,7105-2_ACT,13.44117884,DTE,Hunter_2024
L013,7148-7_ACT,13.63740928,DTE,Hunter_2024
L014,7208-15_ACT,13.69639313,DTE,Hunter_2024
L015,7250-4_ACT,13.60684572,DTE,Hunter_2024
L016,7276-11_ACT,13.68388471,DTE,Hunter_2024
L017,7278-7_ACT,13.75226015,DTE,Hunter_2024
L018,7301-6_ACT,13.57591343,DTE,Hunter_2024
L019,7333-2-4_ACT,13.59017007,DTE,Hunter_2024
L020,7463-7_ACT,13.60656598,DTE,Hunter_2024
L021,7737-2_ACT,13.48991981,DTE,Hunter_2024
L022,7757-1_ACT,13.73428064,DTE,Hunter_2024
L023,7788-3_ACT,13.69737849,DTE,Hunter_2024
L024,7789-1_ACT,13.64983499,DTE,Hunter_2024
L025,8064-1-5_ACT,13.69285121,DTE,Hunter_2024
L026,8086-1-10-bk_ACT,13.68772556,DTE,Hunter_2024
L027,8579-1-17_ACT,13.52323007,DTE,Hunter_2024
L028,8619-1-10_ACT,13.65620442,DTE,Hunter_2024
L029,8622-1-1-bk_ACT,13.50819516,DTE,Hunter_2024
L030,8666-1-3-bk_ACT,13.62095725,DTE,Hunter_2024
L031,8996-23_ACT,13.68325757,DTE,Hunter_2024
L032,9041-6_ACT,13.68810357,DTE,Hunter_2024
L033,9059-1-2_ACT,13.67195827,DTE,Hunter_2024
L034,9115-5_ACT,13.73241876,DTE,Hunter_2024
L035,9159-3-1_ACT,13.61739518,DTE,Hunter_2024
L036,9184-1_ACT,13.64946847,DTE,Hunter_2024
L037,9225-2-8_ACT,13.66979814,DTE,Hunter_2024
L038,9320-3-MY_ACT,13.69880405,DTE,Hunter_2024
L039,9370-2_ACT,13.65127449,DTE,Hunter_2024
L040,9378-1-3_ACT,13.6218645,DTE,Hunter_2024
L041,9430-3_ACT,13.58065533,DTE,Hunter_2024
L042,9747-1-LG_ACT,13.67865479,DTE,Hunter_2024
L043,9885-1-1_ACT,13.70116666,DTE,Hunter_2024
L044,10121-1_ACT,13.60240442,DTE,Hunter_2024
L045,10121T-3-60_ACT,13.58322609,DTE,Hunter_2024
L046,10137T-1-58_ACT,13.5977629,DTE,Hunter_2024
L047,10222-3-1_ACT,13.66504779,DTE,Hunter_2024
L048,10236-2-SG_ACT,13.6925585,DTE,Hunter_2024
L049,10250-1-3_ACT,13.63907728,DTE,Hunter_2024
L050,11801S-1-54-gr_ACT,13.71648695,DTE,Hunter_2024
L051,12166T-2-57_ACT,13.62612114,DTE,Hunter_2024
L052,12176T-2-50_ACT,13.67518422,DTE,Hunter_2024
L053,12356T-1-60_ACT,13.59203726,DTE,Hunter_2024
L054,12240T-2-49-bk_ACT,13.69166842,DTE,Hunter_2024
L055,IBC_768_ACT,13.74949137,DTE,Hunter_2024
L056,IBC_1006-7_ACT,13.74830409,DTE,Hunter_2024
L057,IBC_1113_ACT,13.40452843,DTE,Hunter_2024
L058,IBC_1266-1_ACT,13.06141753,DTE,Hunter_2024
L059,IBC_1268_ACT,13.28730717,DTE,Hunter_2024
L060,IBC_1273-2_ACT,13.51109915,DTE,Hunter_2024
L061,IBC_1305_ACT,13.60232798,DTE,Hunter_2024
L062,IBC_1307_ACT,13.56554094,DTE,Hunter_2024
L063,IBC_1310_ACT,13.62427514,DTE,Hunter_2024
L064,IBC_1311_ACT,13.68143889,DTE,Hunter_2024
L065,IBC_1314_ACT,13.69486137,DTE,Hunter_2024
L066,IBC_1317_ACT,13.55277169,DTE,Hunter_2024
L067,IBC_1319_ACT,13.63746995,DTE,Hunter_2024
L068,IBC_1320_ACT,13.68940934,DTE,Hunter_2024
L069,IBC_1321_ACT,13.62216314,DTE,Hunter_2024
L070,IBC_1323_ACT,13.55664885,DTE,Hunter_2024
L071,IBC_1324_ACT,13.57787135,DTE,Hunter_2024
L072,IBC_1344_ACT,13.6701042,DTE,Hunter_2024
L073,2462_ACT,13.65757494,DTE,Hunter_2024
L074,2464_ACT,13.67075795,DTE,Hunter_2024
L075,2471-6_ACT,13.71283598,DTE,Hunter_2024
L076,3110_ACT,13.63129614,DTE,Hunter_2024
L077,3114_ACT,13.70148928,DTE,Hunter_2024
L078,IBC_112_ACT,13.60332984,DTE,Hunter_2024
L079,IBC_145_ACT,13.69738803,DTE,Hunter_2024
L080,IBC_187_ACT,13.63781689,DTE,Hunter_2024
L081,IBC_188_ACT,13.69231681,DTE,Hunter_2024
L082,IBC_194_ACT,13.72089503,DTE,Hunter_2024
L083,IBC_289_ACT,13.64545995,DTE,Hunter_2024
L084,IBC_479_ACT,13.65846812,DTE,Hunter_2024
L085,IBC_550_ACT,13.64487857,DTE,Hunter_2024
L086,IBC_586_ACT,13.63403449,DTE,Hunter_2024
L087,IBC_597_ACT,13.66403909,DTE,Hunter_2024
L088,IBC_697_ACT,13.649586,DTE,Hunter_2024
L089,IBC_839_ACT,13.50656593,DTE,Hunter_2024
L090,IBC_937_ACT,13.70050232,DTE,Hunter_2024
L091,IBC_975_ACT,13.68584892,DTE,Hunter_2024
L092,IBC_978_ACT,13.6349061,DTE,Hunter_2024
L093,IBC_929R_ACT,13.68749566,DTE,Hunter_2024
L094,IBC_929_ACT,13.7050784,DTE,Hunter_2024
L095,IBC_1014-SG_ACT,13.51330306,DTE,Hunter_2024
L096,IBC_1199_ACT,13.67604113,DTE,Hunter_2024
L097,IBC_1235_ACT,13.57873132,DTE,Hunter_2024
L098,IBC_1264-1_ACT,13.65659242,DTE,Hunter_2024
L099,IBC_1267_ACT,13.585702,DTE,Hunter_2024
L100,IBC_1269_ACT,13.64000396,DTE,Hunter_2024
L001,6933-14_ACT,10.91475123,DTE,Clavet_2025
L002,6935-3_ACT,10.9214626,DTE,Clavet_2025
L003,6991-1_ACT,11.02661748,DTE,Clavet_2025
L004,6996-1_ACT,10.8858183,DTE,Clavet_2025
L005,7005-2_ACT,11.03433652,DTE,Clavet_2025
L006,7024-8_ACT,11.21690282,DTE,Clavet_2025
L007,7043-8_ACT,11.12761057,DTE,Clavet_2025
L008,7049-6_ACT,11.1730615,DTE,Clavet_2025
L009,7060-11_ACT,11.0287227,DTE,Clavet_2025
L010,7060-25_ACT,11.42639744,DTE,Clavet_2025
L011,7094-3_ACT,10.75477021,DTE,Clavet_2025
L012,7105-2_ACT,11.32125358,DTE,Clavet_2025
L013,7148-7_ACT,10.99260885,DTE,Clavet_2025
L014,7208-15_ACT,11.29968729,DTE,Clavet_2025
L015,7250-4_ACT,11.15366468,DTE,Clavet_2025
L016,7276-11_ACT,10.94222875,DTE,Clavet_2025
L017,7278-7_ACT,10.83730435,DTE,Clavet_2025
L018,7301-6_ACT,11.13715334,DTE,Clavet_2025
L019,7333-2-4_ACT,10.76141367,DTE,Clavet_2025
L020,7463-7_ACT,11.082318,DTE,Clavet_2025
L021,7737-2_ACT,11.09396217,DTE,Clavet_2025
L022,7757-1_ACT,10.93280253,DTE,Clavet_2025
L023,7788-3_ACT,10.68269451,DTE,Clavet_2025
L024,7789-1_ACT,10.84165411,DTE,Clavet_2025
L025,8064-1-5_ACT,10.51681887,DTE,Clavet_2025
L026,8086-1-10-bk_ACT,11.38351135,DTE,Clavet_2025
L027,8579-1-17_ACT,11.18627239,DTE,Clavet_2025
L028,8619-1-10_ACT,11.0627845,DTE,Clavet_2025
L029,8622-1-1-bk_ACT,11.00437717,DTE,Clavet_2025
L030,8666-1-3-bk_ACT,11.24862163,DTE,Clavet_2025
L031,8996-23_ACT,10.92445517,DTE,Clavet_2025
L032,9041-6_ACT,10.92432282,DTE,Clavet_2025
L033,9059-1-2_ACT,10.80759164,DTE,Clavet_2025
L034,9115-5_ACT,10.84305897,DTE,Clavet_2025
L035,9159-3-1_ACT,10.84633292,DTE,Clavet_2025
L036,9184-1_ACT,11.06449738,DTE,Clavet_2025
L037,9225-2-8_ACT,10.94173351,DTE,Clavet_2025
L038,9320-3-MY_ACT,10.73011693,DTE,Clavet_2025
L039,9370-2_ACT,10.79150971,DTE,Clavet_2025
L040,9378-1-3_ACT,10.88924486,DTE,Clavet_2025
L041,9430-3_ACT,10.88873783,DTE,Clavet_2025
L042,9747-1-LG_ACT,10.77102628,DTE,Clavet_2025
L043,9885-1-1_ACT,10.89067508,DTE,Clavet_2025
L044,10121-1_ACT,10.94383248,DTE,Clavet_2025
L045,10121T-3-60_ACT,10.88323287,DTE,Clavet_2025
L046,10137T-1-58_ACT,10.87596689,DTE,Clavet_2025
L047,10222-3-1_ACT,10.76416794,DTE,Clavet_2025
L048,10236-2-SG_ACT,11.01731129,DTE,Clavet_2025
L049,10250-1-3_ACT,11.04284013,DTE,Clavet_2025
L050,11801S-1-54-gr_ACT,10.88512745,DTE,Clavet_2025
L051,12166T-2-57_ACT,10.87089815,DTE,Clavet_2025
L052,12176T-2-50_ACT,11.03243019,DTE,Clavet_2025
L053,12356T-1-60_ACT,10.66302176,DTE,Clavet_2025
L054,12240T-2-49-bk_ACT,10.74777312,DTE,Clavet_2025
L055,IBC_768_ACT,10.57683008,DTE,Clavet_2025
L056,IBC_1006-7_ACT,10.60498398,DTE,Clavet_2025
L057,IBC_1113_ACT,11.26120606,DTE,Clavet_2025
L058,IBC_1266-1_ACT,10.98467106,DTE,Clavet_2025
L059,IBC_1268_ACT,11.12471955,DTE,Clavet_2025
L060,IBC_1273-2_ACT,11.12619175,DTE,Clavet_2025
L061,IBC_1305_ACT,11.0375648,DTE,Clavet_2025
L062,IBC_1307_ACT,11.06366342,DTE,Clavet_2025
L063,IBC_1310_ACT,10.91890323,DTE,Clavet_2025
L064,IBC_1311_ACT,10.95469114,DTE,Clavet_2025
L065,IBC_1314_ACT,10.77252198,DTE,Clavet_2025
L066,IBC_1317_ACT,11.06175822,DTE,Clavet_2025
L067,IBC_1319_ACT,11.20583796,DTE,Clavet_2025
L068,IBC_1320_ACT,11.25470353,DTE,Clavet_2025
L069,IBC_1321_ACT,11.17119965,DTE,Clavet_2025
L070,IBC_1323_ACT,10.96388149,DTE,Clavet_2025
L071,IBC_1324_ACT,10.92845347,DTE,Clavet_2025
L072,IBC_1344_ACT,11.00918021,DTE,Clavet_2025
L073,2462_ACT,10.86103002,DTE,Clavet_2025
L074,2464_ACT,11.29709965,DTE,Clavet_2025
L075,2471-6_ACT,10.6708334,DTE,Clavet_2025
L076,3110_ACT,10.8806532,DTE,Clavet_2025
L077,3114_ACT,10.90878728,DTE,Clavet_2025
L078,IBC_112_ACT,10.82092399,DTE,Clavet_2025
L079,IBC_145_ACT,10.59045953,DTE,Clavet_2025
L080,IBC_187_ACT,10.89074818,DTE,Clavet_2025
L081,IBC_188_ACT,10.83663457,DTE,Clavet_2025
L082,IBC_194_ACT,10.53456037,DTE,Clavet_2025
L083,IBC_289_ACT,11.15733111,DTE,Clavet_2025
L084,IBC_479_ACT,10.88677267,DTE,Clavet_2025
L085,IBC_550_ACT,10.83831034,DTE,Clavet_2025
L086,IBC_586_ACT,10.8526086,DTE,Clavet_2025
L087,IBC_597_ACT,10.84374478,DTE,Clavet_2025
L088,IBC_697_ACT,10.96888807,DTE,Clavet_2025
L089,IBC_839_ACT,10.86265551,DTE,Clavet_2025
L090,IBC_937_ACT,10.7226655,DTE,Clavet_2025
L091,IBC_975_ACT,11.15838591,DTE,Clavet_2025
L092,IBC_978_ACT,10.69732621,DTE,Clavet_2025
L093,IBC_929R_ACT,11.14542074,DTE,Clavet_2025
L094,IBC_929_ACT,11.1522456,DTE,Clavet_2025
L095,IBC_1014-SG_ACT,10.94710484,DTE,Clavet_2025
L096,IBC_1199_ACT,10.65297414,DTE,Clavet_2025
L097,IBC_1235_ACT,10.94217057,DTE,Clavet_2025
L098,IBC_1264-1_ACT,10.87186444,DTE,Clavet_2025
L099,IBC_1267_ACT,11.01020184,DTE,Clavet_2025
L100,IBC_1269_ACT,11.17419668,DTE,Clavet_2025
L001,6933-14_ACT,16.00957232,DTE,Hunter_2025
L002,6935-3_ACT,16.04215856,DTE,Hunter_2025
L003,6991-1_ACT,15.97471886,DTE,Hunter_2025
L004,6996-1_ACT,16.01161854,DTE,Hunter_2025
L005,7005-2_ACT,16.02856696,DTE,Hunter_2025
L006,7024-8_ACT,16.03572928,DTE,Hunter_2025
L007,7043-8_ACT,16.06751738,DTE,Hunter_2025
L008,7049-6_ACT,16.04219813,DTE,Hunter_2025
L009,7060-11_ACT,16.00613111,DTE,Hunter_2025
L010,7060-25_ACT,16.05011168,DTE,Hunter_2025
L011,7094-3_ACT,16.03625686,DTE,Hunter_2025
L012,7105-2_ACT,16.05189221,DTE,Hunter_2025
L013,7148-7_ACT,15.99390871,DTE,Hunter_2025
L014,7208-15_ACT,15.98823395,DTE,Hunter_2025
L015,7250-4_ACT,16.01566447,DTE,Hunter_2025
L016,7276-11_ACT,16.03065797,DTE,Hunter_2025
L017,7278-7_ACT,16.03226609,DTE,Hunter_2025
L018,7301-6_ACT,16.08031781,DTE,Hunter_2025
L019,7333-2-4_ACT,16.02123092,DTE,Hunter_2025
L020,7463-7_ACT,16.00895545,DTE,Hunter_2025
L021,7737-2_ACT,16.03211094,DTE,Hunter_2025
L022,7757-1_ACT,16.01354563,DTE,Hunter_2025
L023,7788-3_ACT,15.96856242,DTE,Hunter_2025
L024,7789-1_ACT,15.99673603,DTE,Hunter_2025
L025,8064-1-5_ACT,15.98367179,DTE,Hunter_2025
L026,8086-1-10-bk_ACT,16.01368785,DTE,Hunter_2025
L027,8579-1-17_ACT,16.03408136,DTE,Hunter_2025
L028,8619-1-10_ACT,16.03860918,DTE,Hunter_2025
L029,8622-1-1-bk_ACT,16.02630445,DTE,Hunter_2025
L030,8666-1-3-bk_ACT,16.05039769,DTE,Hunter_2025
L031,8996-23_ACT,16.01696276,DTE,Hunter_2025
L032,9041-6_ACT,16.02055701,DTE,Hunter_2025
L033,9059-1-2_ACT,16.02988188,DTE,Hunter_2025
L034,9115-5_ACT,15.99654339,DTE,Hunter_2025
L035,9159-3-1_ACT,15.95092084,DTE,Hunter_2025
L036,9184-1_ACT,16.05375974,DTE,Hunter_2025
L037,9225-2-8_ACT,16.04096755,DTE,Hunter_2025
L038,9320-3-MY_ACT,15.96562084,DTE,Hunter_2025
L039,9370-2_ACT,16.01452076,DTE,Hunter_2025
L040,9378-1-3_ACT,16.01861884,DTE,Hunter_2025
L041,9430-3_ACT,16.05923748,DTE,Hunter_2025
L042,9747-1-LG_ACT,15.98312646,DTE,Hunter_2025
L043,9885-1-1_ACT,16.03172088,DTE,Hunter_2025
L044,10121-1_ACT,16.02528489,DTE,Hunter_2025
L045,10121T-3-60_ACT,16.00814996,DTE,Hunter_2025
L046,10137T-1-58_ACT,16.03948047,DTE,Hunter_2025
L047,10222-3-1_ACT,15.91161508,DTE,Hunter_2025
L048,10236-2-SG_ACT,16.0258019,DTE,Hunter_2025
L049,10250-1-3_ACT,16.06854889,DTE,Hunter_2025
L050,11801S-1-54-gr_ACT,15.99406939,DTE,Hunter_2025
L051,12166T-2-57_ACT,16.02989873,DTE,Hunter_2025
L052,12176T-2-50_ACT,16.03615235,DTE,Hunter_2025
L053,12356T-1-60_ACT,15.96453029,DTE,Hunter_2025
L054,12240T-2-49-bk_ACT,16.05874765,DTE,Hunter_2025
L055,IBC_768_ACT,15.96112083,DTE,Hunter_2025
L056,IBC_1006-7_ACT,16.00165139,DTE,Hunter_2025
L057,IBC_1113_ACT,16.0397785,DTE,Hunter_2025
L058,IBC_1266-1_ACT,16.00398029,DTE,Hunter_2025
L059,IBC_1268_ACT,16.0299638,DTE,Hunter_2025
L060,IBC_1273-2_ACT,16.05844764,DTE,Hunter_2025
L061,IBC_1305_ACT,16.03508956,DTE,Hunter_2025
L062,IBC_1307_ACT,15.98932238,DTE,Hunter_2025
L063,IBC_1310_ACT,16.02098252,DTE,Hunter_2025
L064,IBC_1311_ACT,16.01079562,DTE,Hunter_2025
L065,IBC_1314_ACT,16.02764396,DTE,Hunter_2025
L066,IBC_1317_ACT,16.00583802,DTE,Hunter_2025
L067,IBC_1319_ACT,16.04031324,DTE,Hunter_2025
L068,IBC_1320_ACT,16.02653087,DTE,Hunter_2025
L069,IBC_1321_ACT,16.0364749,DTE,Hunter_2025
L070,IBC_1323_ACT,16.02726827,DTE,Hunter_2025
L071,IBC_1324_ACT,16.01233889,DTE,Hunter_2025
L072,IBC_1344_ACT,16.01414412,DTE,Hunter_2025
L073,2462_ACT,16.0003844,DTE,Hunter_2025
L074,2464_ACT,16.04013386,DTE,Hunter_2025
L075,2471-6_ACT,15.98614703,DTE,Hunter_2025
L076,3110_ACT,16.00658558,DTE,Hunter_2025
L077,3114_ACT,16.033064,DTE,Hunter_2025
L078,IBC_112_ACT,16.03914956,DTE,Hunter_2025
L079,IBC_145_ACT,15.99151493,DTE,Hunter_2025
L080,IBC_187_ACT,16.04529838,DTE,Hunter_2025
L081,IBC_188_ACT,16.01910359,DTE,Hunter_2025
L082,IBC_194_ACT,15.99947607,DTE,Hunter_2025
L083,IBC_289_ACT,15.99286047,DTE,Hunter_2025
L084,IBC_479_ACT,16.0424471,DTE,Hunter_2025
L085,IBC_550_ACT,15.98942002,DTE,Hunter_2025
L086,IBC_586_ACT,16.0216989,DTE,Hunter_2025
L087,IBC_597_ACT,16.00366768,DTE,Hunter_2025
L088,IBC_697_ACT,16.00326353,DTE,Hunter_2025
L089,IBC_839_ACT,16.01030404,DTE,Hunter_2025
L090,IBC_937_ACT,15.99177781,DTE,Hunter_2025
L091,IBC_975_ACT,16.07823627,DTE,Hunter_2025
L092,IBC_978_ACT,15.99312831,DTE,Hunter_2025
L093,IBC_929R_ACT,16.00741553,DTE,Hunter_2025
L094,IBC_929_ACT,16.03288205,DTE,Hunter_2025
L095,IBC_1014-SG_ACT,16.01435536,DTE,Hunter_2025
L096,IBC_1199_ACT,15.98962766,DTE,Hunter_2025
L097,IBC_1235_ACT,16.01960942,DTE,Hunter_2025
L098,IBC_1264-1_ACT,16.00878927,DTE,Hunter_2025
L099,IBC_1267_ACT,16.02643977,DTE,Hunter_2025
L100,IBC_1269_ACT,16.02410285,DTE,Hunter_2025
L001,6933-14_ACT,55.88874882,DTF,Clavet_2024
L002,6935-3_ACT,52.69821986,DTF,Clavet_2024
L003,6991-1_ACT,51.90588303,DTF,Clavet_2024
L004,6996-1_ACT,51.67372719,DTF,Clavet_2024
L005,7005-2_ACT,53.23588477,DTF,Clavet_2024
L006,7024-8_ACT,55.26105722,DTF,Clavet_2024
L007,7043-8_ACT,54.24577437,DTF,Clavet_2024
L008,7049-6_ACT,52.97918024,DTF,Clavet_2024
